0
T1_GQV_Histogram_Mean
T1_GQV_Histogram_Variance
T1_GQV_Histogram_Skewness
T1_GQV_Histogram_Kurtosis
T1_GQV_GTSDM_Contrast
T1_GQV_GTSDM_Sumofsquaresvariance
T1_GQV_GTSDM_Sum_Entropy
T1_GQV_GTSDM_ClusterShade
T1_GQV_NGTDM_Busyness
T1_GQV_NGTDM_Complexity
T1_GQV_GLZSM_LargeZoneSizeEmphasis
T1_GQV_GLZSM_HighGray_LevelZone_Emphasis
T1_GQV_GLZSM_SmallZoneHighGrayEmphasis
T1_GQV_GLZSM_GrayLevelNonUniformity
T1_mBm_Histogram_Variance
T1_mBm_GTSDM_Contrast
T1_mBm_GTSDM_Sumofsquaresvariance
T1_mBm_GTSDM_Sum_Entropy
T1_mBm_GTSDM_ClusterShade
T1_mBm_GTSDM_MaximumProbability
T1_mBm_NGTDM_Busyness
T1_mBm_NGTDM_Complexity
T1_mBm_GLZSM_SmallZoneHighGrayEmphasis
T1_mBm_GLZSM_GrayLevelNonUniformity
T1_mBm_GLZSM_ZoneSizeNonUniformity
T1_ptpsa_GTSDM_Sumofsquaresvariance
T1_ptpsa_GTSDM_Sumvariance
T1_ptpsa_GTSDM_Entropy
T1_ptpsa_GTSDM_Difference_Entropy
T1_ptpsa_GTSDM_ClusterShade
T1_ptpsa_GTSDM_Cluster_Prominence
T1_ptpsa_NGTDM_Contrast
T1_ptpsa_NGTDM_Busyness
T1_ptpsa_NGTDM_Complexity
T1_ptpsa_GLZSM_LargeZoneSizeEmphasis
T1_ptpsa_GLZSM_HighGray_LevelZone_Emphasis
T1_ptpsa_GLZSM_SmallZoneHighGrayEmphasis
T1_ptpsa_GLZSM_GrayLevelNonUniformity
T1C_GQV_GTSDM_Sumofsquaresvariance
T1C_GQV_GTSDM_Entropy
T1C_GQV_GTSDM_ClusterShade
T1C_GQV_NGTDM_Contrast
T1C_GQV_NGTDM_Complexity
T1C_GQV_GLZSM_HighGray_LevelZone_Emphasis
T1C_GQV_GLZSM_SmallZoneHighGrayEmphasis
T1C_mBm_GTSDM_MaximumProbability
T1C_ptpsa_GTSDM_Sumofsquaresvariance
T1C_ptpsa_GTSDM_Sumvariance
T1C_ptpsa_GTSDM_Sum_Entropy
T1C_ptpsa_GTSDM_Difference_Entropy
T1C_ptpsa_GTSDM_ClusterShade
T1C_ptpsa_NGTDM_Contrast
T1C_ptpsa_NGTDM_Complexity
T1C_ptpsa_GLZSM_LargeZoneSizeEmphasis
T1C_ptpsa_GLZSM_HighGray_LevelZone_Emphasis
T1C_ptpsa_GLZSM_SmallZoneHighGrayEmphasis
T1C_ptpsa_GLZSM_GrayLevelNonUniformity
