0
T1C_46Histogram_Mean
T1C_46GTSDM_Cluster_Prominence
T1C_46NGTDM_Busyness
T1C_46GLZSM_HighGray_LevelZone_Emphasis
T1C_46GLZSM_SmallZoneHighGrayEmphasis
T1C_46GLZSM_GrayLevelNonUniformity
T1C_46GLZSM_ZoneSizeNonUniformity
T1C_8Histogram_Mean
T1C_8Histogram_Variance
T1C_8Histogram_Skewness
T1C_8Histogram_Kurtosis
T1C_8Histogram_Entropy
T1C_8GTSDM_Contrast
T1C_8GTSDM_Difference_Entropy
T1C_8GTSDM_ClusterShade
T1C_8GTSDM_Cluster_Prominence
T1C_8NGTDM_Busyness
T1C_8NGTDM_Complexity
T1C_8NGTDM_TextureStrength
T1C_8GLZSM_LargeZoneSizeEmphasis
T1C_8GLZSM_HighGray_LevelZone_Emphasis
T1C_8GLZSM_SmallZoneHighGrayEmphasis
T1C_8GLZSM_LargeZoneLowGrayEmphasis
T1C_8GLZSM_LargeZoneHighGrayEmphasis
T1C_8GLZSM_GrayLevelNonUniformity
T1C_8GLZSM_ZoneSizeNonUniformity
T1C_Histogram_Variance
T1C_GTSDM_Contrast
T1C_GTSDM_Correlation
T1C_GTSDM_Sumofsquaresvariance
T1C_GTSDM_Sumvariance
T1C_GTSDM_Sum_Entropy
T1C_GTSDM_Difference_Entropy
T1C_GTSDM_Dissimilarity
T1C_GTSDM_ClusterShade
T1C_NGTDM_Busyness
T1C_NGTDM_Complexity
T1C_NGTDM_TextureStrength
T1C_GLZSM_LargeZoneSizeEmphasis
T1C_GLZSM_HighGray_LevelZone_Emphasis
T1C_GLZSM_LargeZoneLowGrayEmphasis
T1C_GLZSM_GrayLevelNonUniformity
