0
T1_37Histogram_Mean
T1_37Histogram_Variance
T1_37Histogram_Skewness
T1_37Histogram_Kurtosis
T1_37Histogram_Entropy
T1_37GTSDM_Contrast
T1_37GTSDM_Entropy
T1_37GTSDM_Difference_Entropy
T1_37GTSDM_ClusterShade
T1_37GTSDM_Cluster_Prominence
T1_37NGTDM_Busyness
T1_37NGTDM_Complexity
T1_37NGTDM_TextureStrength
T1_37GLZSM_LargeZoneSizeEmphasis
T1_37GLZSM_HighGray_LevelZone_Emphasis
T1_37GLZSM_SmallZoneHighGrayEmphasis
T1_37GLZSM_LargeZoneHighGrayEmphasis
T1_37GLZSM_GrayLevelNonUniformity
T1_37GLZSM_ZoneSizeNonUniformity
T1_45Histogram_Mean
T1_45Histogram_Variance
T1_45Histogram_Skewness
T1_45Histogram_Kurtosis
T1_45Histogram_Entropy
T1_45GTSDM_Contrast
T1_45GTSDM_Entropy
T1_45GTSDM_Difference_Entropy
T1_45GTSDM_ClusterShade
T1_45NGTDM_Busyness
T1_45NGTDM_Complexity
T1_45NGTDM_TextureStrength
T1_45GLZSM_LargeZoneSizeEmphasis
T1_45GLZSM_HighGray_LevelZone_Emphasis
T1_45GLZSM_SmallZoneHighGrayEmphasis
T1_45GLZSM_GrayLevelNonUniformity
T1_45GLZSM_ZoneSizeNonUniformity
T1_46NGTDM_Busyness
T1_46GLZSM_SmallZoneHighGrayEmphasis
T1_46GLZSM_ZoneSizeNonUniformity
T1_8Histogram_Mean
T1_8Histogram_Variance
T1_8Histogram_Skewness
T1_8Histogram_Kurtosis
T1_8Histogram_Entropy
T1_8GTSDM_Contrast
T1_8GTSDM_InverseDifferencemoment
T1_8GTSDM_ClusterShade
T1_8GTSDM_Cluster_Prominence
T1_8NGTDM_Busyness
T1_8NGTDM_Complexity
T1_8NGTDM_TextureStrength
T1_8GLZSM_LargeZoneSizeEmphasis
T1_8GLZSM_HighGray_LevelZone_Emphasis
T1_8GLZSM_SmallZoneHighGrayEmphasis
T1_8GLZSM_LargeZoneLowGrayEmphasis
T1_8GLZSM_LargeZoneHighGrayEmphasis
T1_8GLZSM_GrayLevelNonUniformity
T1_8GLZSM_ZoneSizeNonUniformity
T1_Histogram_Mean
T1_Histogram_Variance
T1_Histogram_Skewness
T1_Histogram_Kurtosis
T1_Histogram_Entropy
T1_GTSDM_Contrast
T1_GTSDM_Correlation
T1_GTSDM_Sumofsquaresvariance
T1_GTSDM_Sumvariance
T1_GTSDM_Sum_Entropy
T1_GTSDM_Difference_Entropy
T1_GTSDM_Dissimilarity
T1_GTSDM_ClusterShade
T1_GTSDM_Cluster_Prominence
T1_NGTDM_Busyness
T1_NGTDM_Complexity
T1_NGTDM_TextureStrength
T1_GLZSM_LargeZoneSizeEmphasis
T1_GLZSM_HighGray_LevelZone_Emphasis
T1_GLZSM_LargeZoneLowGrayEmphasis
T1_GLZSM_LargeZoneHighGrayEmphasis
T1_GLZSM_GrayLevelNonUniformity
T1_GLZSM_ZoneSizeNonUniformity
T1C_37Histogram_Mean
T1C_37Histogram_Variance
T1C_37Histogram_Skewness
T1C_37Histogram_Kurtosis
T1C_37Histogram_Entropy
T1C_37GTSDM_Contrast
T1C_37GTSDM_Difference_Entropy
T1C_37GTSDM_ClusterShade
T1C_37GTSDM_Cluster_Prominence
T1C_37NGTDM_Busyness
T1C_37NGTDM_Complexity
T1C_37NGTDM_TextureStrength
T1C_37GLZSM_HighGray_LevelZone_Emphasis
T1C_37GLZSM_SmallZoneHighGrayEmphasis
T1C_37GLZSM_GrayLevelNonUniformity
T1C_45Histogram_Mean
T1C_45Histogram_Variance
T1C_45Histogram_Skewness
T1C_45Histogram_Entropy
T1C_45GTSDM_Contrast
T1C_45GTSDM_Entropy
T1C_45GTSDM_Difference_Entropy
T1C_45GTSDM_ClusterShade
T1C_45GTSDM_Cluster_Prominence
T1C_45NGTDM_Busyness
T1C_45NGTDM_Complexity
T1C_45NGTDM_TextureStrength
T1C_45GLZSM_HighGray_LevelZone_Emphasis
T1C_45GLZSM_SmallZoneHighGrayEmphasis
T1C_45GLZSM_GrayLevelNonUniformity
T1C_45GLZSM_ZoneSizeNonUniformity
