0
edema_MajorAxis_1
edema_MajorAxis_2
edema_MajorAxis_3
edema_MajorAxisLength
edema_SecondAxis_1
edema_SecondAxis_2
edema_SecondAxis_3
edema_ThirdAxis_1
edema_ThirdAxis_2
edema_ThirdAxis_3
edema_EigenValues_1
edema_EigenValues_2
edema_EigenValues_3
edema_SecondAxisLength
edema_ThirdAxisLength
edema_Centroid_1
edema_Centroid_2
edema_Centroid_3
edema_EquatorialEccentricity
enhance_MajorAxis_1
enhance_MajorAxis_2
enhance_MajorAxis_3
enhance_MajorAxisLength
enhance_SecondAxis_1
enhance_SecondAxis_2
enhance_SecondAxis_3
enhance_ThirdAxis_1
enhance_ThirdAxis_2
enhance_ThirdAxis_3
enhance_EigenValues_1
enhance_EigenValues_2
enhance_EigenValues_3
enhance_SecondAxisLength
enhance_ThirdAxisLength
enhance_Centroid_3
enhance_MeridionalEccentricity
enhance_EquatorialEccentricity
nec_MajorAxis_1
nec_MajorAxis_2
nec_MajorAxis_3
nec_MajorAxisLength
nec_SecondAxis_1
nec_SecondAxis_2
nec_SecondAxis_3
nec_ThirdAxis_1
nec_ThirdAxis_2
nec_ThirdAxis_3
nec_EigenValues_1
nec_EigenValues_2
nec_EigenValues_3
nec_SecondAxisLength
nec_ThirdAxisLength
nec_EquatorialEccentricity
Nec_Area
Nec_up_left_x
Nec_up_left_z
Nec_width_x
Nec_width_y
Nec_width_z
ED_Area
ED_up_left_x
ED_up_left_y
ED_up_left_z
ED_width_x
ED_width_y
ED_width_z
EN_Area
EN_up_left_z
EN_width_x
EN_width_y
EN_width_z
L1_Area
L1_Perimeter
L1_MajorAxisLength
L1_MinorAxisLength
L1_Eccentricity
L1_Orientation
L1_Extent
L2_Area
L2_Perimeter
L2_MajorAxisLength
L2_MinorAxisLength
L2_Eccentricity
L2_Orientation
L2_Extent
L3_Area
L3_Perimeter
L3_MajorAxisLength
L3_MinorAxisLength
L3_Eccentricity
L3_Orientation
L3_Extent
ET2
ST2
Nec_ST1C
En_ST1C
ED
ET
wt_MajorAxis_1
wt_MajorAxis_2
wt_MajorAxis_3
wt_SecondAxis_1
wt_SecondAxis_2
wt_SecondAxis_3
wt_ThirdAxis_1
wt_ThirdAxis_2
wt_ThirdAxis_3
wt_EigenValues_1
wt_ThirdAxisLength
wt_EquatorialEccentricity
volume_ET_nec
volume_ET_ED
volume_ET_ETandNEC
volume_ED_ETandNEC
